,Enhancer_region,Gene
689,chr13-83884683-83885582,9430060I03Rik
690,chr13-83884683-83885582,Capn10
691,chr13-83884683-83885582,Gpr35
692,chr13-83884683-83885582,Aqp12
693,chr13-83884683-83885582,Kif1a
694,chr13-83884683-83885582,Mab21l4
695,chr13-83884683-83885582,Crocc2
696,chr13-83884683-83885582,Sned1
697,chr13-83884683-83885582,Mterf4
698,chr13-83884683-83885582,Gm28535
699,chr13-83884683-83885582,Pask
700,chr13-83884683-83885582,Ppp1r7
701,chr13-83884683-83885582,Ano7
702,chr13-83884683-83885582,Hdlbp
703,chr13-83884683-83885582,Sept2
704,chr13-83884683-83885582,Farp2
705,chr13-83884683-83885582,Stk25
706,chr13-83884683-83885582,Gm28536
707,chr13-83884683-83885582,Bok
708,chr13-83884683-83885582,Thap4
709,chr13-83884683-83885582,Gm10550
710,chr13-83884683-83885582,Atg4b
711,chr13-83884683-83885582,Dtymk
712,chr13-83884683-83885582,Ing5
713,chr13-83884683-83885582,D2hgdh
714,chr13-83884683-83885582,Gal3st2
715,chr13-83884683-83885582,Gal3st2b
716,chr13-83884683-83885582,Gal3st2c
717,chr13-83884683-83885582,Neu4
718,chr13-83884683-83885582,Pdcd1
719,chr13-83884683-83885582,Fam174a
720,chr13-83884683-83885582,St8sia4
721,chr13-83884683-83885582,4930533P14Rik
722,chr13-83884683-83885582,Slco4c1
723,chr13-83884683-83885582,Panct2
724,chr13-83884683-83885582,Slco6c1
725,chr13-83884683-83885582,D1Ertd622e
726,chr13-83884683-83885582,Ppip5k2
727,chr13-83884683-83885582,Gin1
728,chr13-83884683-83885582,Pam
729,chr13-83884683-83885582,B230216N24Rik
730,chr13-83884683-83885582,Gm29461
731,chr13-83884683-83885582,Slco6d1
732,chr13-83884683-83885582,Gm7967
733,chr13-83884683-83885582,Cntnap5b
734,chr13-83884683-83885582,Cdh20
735,chr13-83884683-83885582,Rnf152
736,chr13-83884683-83885582,Gm17634
737,chr13-83884683-83885582,Gm28403
738,chr13-83884683-83885582,Pign
739,chr13-83884683-83885582,Gm28404
740,chr13-83884683-83885582,Relch
741,chr13-83884683-83885582,Tnfrsf11a
742,chr13-83884683-83885582,Gm7160
743,chr13-83884683-83885582,Zcchc2
744,chr13-83884683-83885582,Gm20753
745,chr13-83884683-83885582,Phlpp1
746,chr13-83884683-83885582,Bcl2
747,chr13-83884683-83885582,D630008O14Rik
748,chr13-83884683-83885582,Kdsr
749,chr13-83884683-83885582,Vps4b
750,chr13-83884683-83885582,Serpinb5
751,chr13-83884683-83885582,Serpinb12
752,chr13-83884683-83885582,Serpinb13
753,chr13-83884683-83885582,Serpinb3b
754,chr13-83884683-83885582,Serpinb2
755,chr13-83884683-83885582,Serpinb8
756,chr13-83884683-83885582,Gm15389
757,chr13-83884683-83885582,Cdh7
758,chr13-83884683-83885582,Cdh19
759,chr13-83884683-83885582,Gm29088
760,chr13-83884683-83885582,Dsel
761,chr13-83884683-83885582,Gm28189
762,chr13-83884683-83885582,9330185C12Rik
763,chr13-83884683-83885582,Cntnap5a
764,chr13-83884683-83885582,Gm19965
765,chr13-83884683-83885582,Gm28363
766,chr13-83884683-83885582,B020011L13Rik
767,chr13-83884683-83885582,Gm7145
768,chr13-83884683-83885582,Gm29106
769,chr13-83884683-83885582,Tsn
770,chr13-83884683-83885582,Nifk
771,chr13-83884683-83885582,Clasp1
772,chr13-83884683-83885582,2900060B14Rik
773,chr13-83884683-83885582,Tfcp2l1
774,chr13-83884683-83885582,Gli2
775,chr13-83884683-83885582,Gm26831
776,chr13-83884683-83885582,Gm29456
777,chr13-83884683-83885582,Gm29455
778,chr13-83884683-83885582,Inhbb
779,chr13-83884683-83885582,Ralb
780,chr13-83884683-83885582,Gm27184
781,chr13-83884683-83885582,Tmem185b
782,chr13-83884683-83885582,3830432H09Rik
783,chr13-83884683-83885582,Epb41l5
784,chr13-83884683-83885582,Ptpn4
785,chr13-83884683-83885582,Gm28209
786,chr13-83884683-83885582,Tmem177
787,chr13-83884683-83885582,Cfap221
788,chr13-83884683-83885582,Sctr
789,chr13-83884683-83885582,Tmem37
790,chr13-83884683-83885582,Dbi
791,chr13-83884683-83885582,3110009E18Rik
792,chr13-83884683-83885582,Steap3
793,chr13-83884683-83885582,C1ql2
794,chr13-83884683-83885582,2610027F03Rik
795,chr13-83884683-83885582,Gm29345
796,chr13-83884683-83885582,Gm29348
797,chr13-83884683-83885582,Celrr
798,chr13-83884683-83885582,Insig2
799,chr13-83884683-83885582,2210011K15Rik
800,chr13-83884683-83885582,Ccdc93
801,chr13-83884683-83885582,Gm15392
802,chr13-83884683-83885582,Htr5b
803,chr13-83884683-83885582,Ddx18
804,chr13-83884683-83885582,Dpp10
805,chr13-83884683-83885582,1700121L03Rik
806,chr13-83884683-83885582,Actr3
807,chr13-83884683-83885582,Slc35f5
808,chr13-83884683-83885582,Gpr39
809,chr13-83884683-83885582,Lypd1
810,chr13-83884683-83885582,Nckap5
811,chr13-83884683-83885582,Mgat5
812,chr13-83884683-83885582,Tmem163
813,chr13-83884683-83885582,Acmsd
814,chr13-83884683-83885582,2900009J06Rik
815,chr13-83884683-83885582,Ccnt2
816,chr13-83884683-83885582,Map3k19
817,chr13-83884683-83885582,Rab3gap1
818,chr13-83884683-83885582,Zranb3
819,chr13-83884683-83885582,Gm28800
820,chr13-83884683-83885582,R3hdm1
821,chr13-83884683-83885582,Ubxn4
822,chr13-83884683-83885582,Lct
823,chr13-83884683-83885582,Mcm6
824,chr13-83884683-83885582,Dars
825,chr13-83884683-83885582,Cxcr4
826,chr13-83884683-83885582,Gm26686
827,chr13-83884683-83885582,Thsd7b
828,chr13-83884683-83885582,Cd55b
829,chr13-83884683-83885582,Gm15675
830,chr13-83884683-83885582,Cd55
831,chr13-83884683-83885582,Gm16083
832,chr13-83884683-83885582,Zp3r
833,chr13-83884683-83885582,C4bp
834,chr13-83884683-83885582,Pfkfb2
835,chr13-83884683-83885582,Yod1
836,chr13-83884683-83885582,AA986860
837,chr13-83884683-83885582,Gm28856
838,chr13-83884683-83885582,Pigr
839,chr13-83884683-83885582,Fcmr
840,chr13-83884683-83885582,Il19
841,chr13-83884683-83885582,Il10
842,chr13-83884683-83885582,Mapkapk2
843,chr13-83884683-83885582,Dyrk3
844,chr13-83884683-83885582,Eif2d
845,chr13-83884683-83885582,Rassf5
846,chr13-83884683-83885582,Ikbke
847,chr13-83884683-83885582,Gm28913
848,chr13-83884683-83885582,Srgap2
849,chr13-83884683-83885582,Gm29488
850,chr13-83884683-83885582,Fam72a
851,chr13-83884683-83885582,Ctse
852,chr13-83884683-83885582,Rab7b
853,chr13-83884683-83885582,Slc26a9
854,chr13-83884683-83885582,Pm20d1
855,chr13-83884683-83885582,Slc41a1
856,chr13-83884683-83885582,Rab29
857,chr13-83884683-83885582,Nucks1
858,chr13-83884683-83885582,Slc45a3
859,chr13-83884683-83885582,Elk4
860,chr13-83884683-83885582,Mfsd4a
861,chr13-83884683-83885582,Cdk18
862,chr13-83884683-83885582,Lemd1
863,chr13-83884683-83885582,Gm29695
864,chr13-83884683-83885582,Gm10188
865,chr13-83884683-83885582,Gm29630
866,chr13-83884683-83885582,Klhdc8a
867,chr13-83884683-83885582,Nuak2
868,chr13-83884683-83885582,Tmcc2
869,chr13-83884683-83885582,Gm15849
870,chr13-83884683-83885582,Dstyk
871,chr13-83884683-83885582,6030442K20Rik
872,chr13-83884683-83885582,Rbbp5
873,chr13-83884683-83885582,Tmem81
874,chr13-83884683-83885582,Cntn2
875,chr13-83884683-83885582,Nfasc
876,chr13-83884683-83885582,Gm10538
877,chr13-83884683-83885582,Lrrn2
878,chr13-83884683-83885582,Mdm4
879,chr13-83884683-83885582,Pik3c2b
880,chr13-83884683-83885582,Gm28609
881,chr13-83884683-83885582,Ppp1r15b
882,chr13-83884683-83885582,Plekha6
883,chr13-83884683-83885582,Gm19461
884,chr13-83884683-83885582,Gm28040
885,chr13-83884683-83885582,Kiss1
886,chr13-83884683-83885582,Etnk2
887,chr13-83884683-83885582,Sox13
888,chr13-83884683-83885582,Snrpe
889,chr13-83884683-83885582,Zc3h11a
890,chr13-83884683-83885582,Gm38394
891,chr13-83884683-83885582,Lax1
892,chr13-83884683-83885582,Atp2b4
893,chr13-83884683-83885582,Optc
894,chr13-83884683-83885582,Gm15851
895,chr13-83884683-83885582,Prelp
896,chr13-83884683-83885582,Fmod
897,chr13-83884683-83885582,Btg2
898,chr13-83884683-83885582,Chit1
899,chr13-83884683-83885582,Chil1
900,chr13-83884683-83885582,Mybph
901,chr13-83884683-83885582,Adora1
902,chr13-83884683-83885582,Ppfia4
903,chr13-83884683-83885582,Tmem183a
904,chr13-83884683-83885582,Cyb5r1
905,chr13-83884683-83885582,Adipor1
906,chr13-83884683-83885582,Platr1
907,chr13-83884683-83885582,Klhl12
908,chr13-83884683-83885582,Rabif
909,chr13-83884683-83885582,Mgat4e
910,chr13-83884683-83885582,Kdm5b
911,chr13-83884683-83885582,Syt2
912,chr13-83884683-83885582,Ppp1r12b
913,chr13-83884683-83885582,Gm28892
914,chr13-83884683-83885582,Ube2t
915,chr13-83884683-83885582,Lgr6
916,chr13-83884683-83885582,Ptpn7
917,chr13-83884683-83885582,Arl8a
918,chr13-83884683-83885582,Gm15445
919,chr13-83884683-83885582,Gpr37l1
920,chr13-83884683-83885582,Gm26642
921,chr13-83884683-83885582,Elf3
922,chr13-83884683-83885582,Rnpep
923,chr13-83884683-83885582,Timm17a
924,chr13-83884683-83885582,Lmod1
925,chr13-83884683-83885582,Shisa4
926,chr13-83884683-83885582,Ipo9
927,chr13-83884683-83885582,Gm28277
928,chr13-83884683-83885582,Nav1
929,chr13-83884683-83885582,Gm4793
930,chr13-83884683-83885582,Csrp1
931,chr13-83884683-83885582,Phlda3
932,chr13-83884683-83885582,Tnni1
933,chr13-83884683-83885582,Lad1
934,chr13-83884683-83885582,Pkp1
935,chr13-83884683-83885582,Igfn1
936,chr13-83884683-83885582,Tmem9
937,chr13-83884683-83885582,Cacna1s
938,chr13-83884683-83885582,Gm15850
939,chr13-83884683-83885582,Kif21b
940,chr13-83884683-83885582,Mroh3
941,chr13-83884683-83885582,Inava
942,chr13-83884683-83885582,Gm26568
943,chr13-83884683-83885582,A430034D21Rik
944,chr13-83884683-83885582,Gm26781
945,chr13-83884683-83885582,Gpr25
946,chr13-83884683-83885582,Camsap2
947,chr13-83884683-83885582,9230116N13Rik
948,chr13-83884683-83885582,Ddx59
949,chr13-83884683-83885582,Kif14
950,chr13-83884683-83885582,Gm37799
951,chr13-83884683-83885582,Platr23
952,chr13-83884683-83885582,Zfp281
953,chr13-83884683-83885582,Gm19705
954,chr13-83884683-83885582,Platr22
955,chr13-83884683-83885582,Nr5a2
956,chr13-83884683-83885582,Gm4258
957,chr13-83884683-83885582,Gm26979
958,chr13-83884683-83885582,Gm26936
959,chr13-83884683-83885582,Gm26930
960,chr13-83884683-83885582,A430106G13Rik
961,chr13-83884683-83885582,Ptprc
962,chr13-83884683-83885582,Nek7
963,chr13-83884683-83885582,Gm28501
964,chr13-83884683-83885582,Gm5833
965,chr13-83884683-83885582,Lhx9
966,chr13-83884683-83885582,2310009B15Rik
967,chr13-83884683-83885582,Dennd1b
968,chr13-83884683-83885582,4930596I21Rik
969,chr13-83884683-83885582,Crb1
970,chr13-83884683-83885582,4933436E23Rik
971,chr13-83884683-83885582,Zbtb41
972,chr13-83884683-83885582,Aspm
973,chr13-83884683-83885582,F13b
974,chr13-83884683-83885582,Gm4788
975,chr13-83884683-83885582,Cfhr2
976,chr13-83884683-83885582,Cfh
977,chr13-83884683-83885582,Kcnt2
978,chr13-83884683-83885582,4930590L20Rik
979,chr13-83884683-83885582,Cdc73
980,chr13-83884683-83885582,B3galt2
981,chr13-83884683-83885582,Glrx2
982,chr13-83884683-83885582,Ro60
983,chr13-83884683-83885582,Uchl5
984,chr13-83884683-83885582,Gm29170
985,chr13-83884683-83885582,Rgs2
986,chr13-83884683-83885582,Rgs13
987,chr13-83884683-83885582,Rgs21
988,chr13-83884683-83885582,Rgs18
989,chr13-83884683-83885582,Gm29514
990,chr13-83884683-83885582,Brinp3
991,chr13-83884683-83885582,A230059L01Rik
992,chr13-83884683-83885582,Gm15584
993,chr13-83884683-83885582,Gm29398
994,chr13-83884683-83885582,Pla2g4a
995,chr13-83884683-83885582,Ptgs2os
996,chr13-83884683-83885582,Ptgs2
997,chr13-83884683-83885582,2310030A07Rik
998,chr13-83884683-83885582,Odr4
999,chr13-83884683-83885582,Tpr
1000,chr13-83884683-83885582,Prg4
1001,chr13-83884683-83885582,Hmcn1
1002,chr13-83884683-83885582,Gm20631
1003,chr13-83884683-83885582,Gm10138
1004,chr13-83884683-83885582,Ivns1abp
1005,chr13-83884683-83885582,Swt1
1006,chr13-83884683-83885582,Trmt1l
1007,chr13-83884683-83885582,Rnf2
1008,chr13-83884683-83885582,Fam129a
1009,chr13-83884683-83885582,2810414N06Rik
1010,chr13-83884683-83885582,Edem3
1011,chr13-83884683-83885582,1700025G04Rik
1012,chr13-83884683-83885582,Gm28610
1013,chr13-83884683-83885582,Tsen15
1014,chr13-83884683-83885582,Colgalt2
1015,chr13-83884683-83885582,Rgl1
1016,chr13-83884683-83885582,Gm15479
1017,chr13-83884683-83885582,Gm28792
1018,chr13-83884683-83885582,Apobec4
1019,chr13-83884683-83885582,Arpc5
1020,chr13-83884683-83885582,Ncf2
1021,chr13-83884683-83885582,Smg7
1022,chr13-83884683-83885582,Gm28791
1023,chr13-83884683-83885582,Nmnat2
1024,chr13-83884683-83885582,Gm28960
1025,chr13-83884683-83885582,Lamc2
1026,chr13-83884683-83885582,Lamc1
1027,chr13-83884683-83885582,E330020D12Rik
1028,chr13-83884683-83885582,Shcbp1l
1029,chr13-83884683-83885582,Dhx9
1030,chr13-83884683-83885582,Npl
1031,chr13-83884683-83885582,Rgs8
1032,chr13-83884683-83885582,C230024C17Rik
1033,chr13-83884683-83885582,Rgs16
1034,chr13-83884683-83885582,Gm28513
1035,chr13-83884683-83885582,Rnasel
1036,chr13-83884683-83885582,Gm28512
1037,chr13-83884683-83885582,Rgsl1
1038,chr13-83884683-83885582,Teddm2
1039,chr13-83884683-83885582,Teddm1b
1040,chr13-83884683-83885582,Teddm1a
1041,chr13-83884683-83885582,Glul
1042,chr13-83884683-83885582,Gm29291
1043,chr13-83884683-83885582,A830008E24Rik
1044,chr13-83884683-83885582,4930452N14Rik
1045,chr13-83884683-83885582,Cacna1e
1046,chr13-83884683-83885582,Gm29282
1047,chr13-83884683-83885582,Gm9530
1048,chr13-83884683-83885582,Ier5
1049,chr13-83884683-83885582,Mr1
1050,chr13-83884683-83885582,Stx6
1051,chr13-83884683-83885582,BC034090
1052,chr13-83884683-83885582,Xpr1
1053,chr13-83884683-83885582,Gm5532
1054,chr13-83884683-83885582,Acbd6
1055,chr13-83884683-83885582,Lhx4
1056,chr13-83884683-83885582,Qsox1
1057,chr13-83884683-83885582,Gm37571
1058,chr13-83884683-83885582,Cep350
1059,chr13-83884683-83885582,Tor1aip1
1060,chr13-83884683-83885582,Tor1aip2
1061,chr13-83884683-83885582,Fam163a
1062,chr13-83884683-83885582,Tdrd5
1063,chr13-83884683-83885582,Nphs2
1064,chr13-83884683-83885582,Axdnd1
1065,chr13-83884683-83885582,Gm2000
1066,chr13-83884683-83885582,Soat1
1067,chr13-83884683-83885582,Abl2
1068,chr13-83884683-83885582,Tor3a
1069,chr13-83884683-83885582,Fam20b
1070,chr13-83884683-83885582,Ralgps2
1071,chr13-83884683-83885582,Angptl1
1072,chr13-83884683-83885582,4930439D14Rik
1073,chr13-83884683-83885582,Gm28694
1074,chr13-83884683-83885582,Tex35
1075,chr13-83884683-83885582,Rasal2
1076,chr13-83884683-83885582,Cryzl2
1077,chr13-83884683-83885582,Gm15486
1078,chr13-83884683-83885582,Sec16b
1079,chr13-83884683-83885582,Brinp2
1080,chr13-83884683-83885582,Astn1
1081,chr13-83884683-83885582,Gm37679
1082,chr13-83884683-83885582,Pappa2
1083,chr13-83884683-83885582,Cop1
1084,chr13-83884683-83885582,Tnr
1085,chr13-83884683-83885582,Gm10530
1086,chr13-83884683-83885582,Gm38039
1087,chr13-83884683-83885582,4930523C07Rik
1088,chr13-83884683-83885582,4930562F07Rik
1089,chr13-83884683-83885582,Tnn
1090,chr13-83884683-83885582,Mrps14
1091,chr13-83884683-83885582,Cacybp
1092,chr13-83884683-83885582,Rabgap1l
1093,chr13-83884683-83885582,Gm36975
1094,chr13-83884683-83885582,Gm37529
1095,chr13-83884683-83885582,Gpr52
1096,chr13-83884683-83885582,Gm37328
1097,chr13-83884683-83885582,Rc3h1
1098,chr13-83884683-83885582,Serpinc1
1099,chr13-83884683-83885582,Zbtb37
1100,chr13-83884683-83885582,Gm37362
1101,chr13-83884683-83885582,Gas5
1102,chr13-83884683-83885582,Dars2
1103,chr13-83884683-83885582,Gm37634
1104,chr13-83884683-83885582,Cenpl
1105,chr13-83884683-83885582,Klhl20
1106,chr13-83884683-83885582,Ankrd45
1107,chr13-83884683-83885582,Tex50
1108,chr13-83884683-83885582,Prdx6
1109,chr13-83884683-83885582,Tnfsf4
1110,chr13-83884683-83885582,Fasl
1111,chr13-83884683-83885582,Suco
1112,chr13-83884683-83885582,Gm31925
1113,chr13-83884683-83885582,4930558K02Rik
1114,chr13-83884683-83885582,Pigc
1115,chr13-83884683-83885582,Gm38304
1116,chr13-83884683-83885582,Dnm3
1117,chr13-83884683-83885582,2810442N19Rik
1118,chr13-83884683-83885582,Dnm3os
1119,chr13-83884683-83885582,Eef1aknmt
1120,chr13-83884683-83885582,Vamp4
1121,chr13-83884683-83885582,Myoc
1122,chr13-83884683-83885582,Myocos
1123,chr13-83884683-83885582,Prrc2c
1124,chr13-83884683-83885582,Fmo1
1125,chr13-83884683-83885582,Fmo2
1126,chr13-83884683-83885582,Fmo3
1127,chr13-83884683-83885582,Gm37273
1128,chr13-83884683-83885582,Mroh9
1129,chr13-83884683-83885582,Prrx1
1130,chr13-83884683-83885582,Gm20471
1131,chr13-83884683-83885582,Gorab
1132,chr13-83884683-83885582,Mettl11b
1133,chr13-83884683-83885582,Kifap3
1134,chr13-83884683-83885582,Scyl3
1135,chr13-83884683-83885582,BC055324
1136,chr13-83884683-83885582,Mettl18
1137,chr13-83884683-83885582,Selp
1138,chr13-83884683-83885582,Gm16548
1139,chr13-83884683-83885582,F5
1140,chr13-83884683-83885582,Slc19a2
1141,chr13-83884683-83885582,Ccdc181
1142,chr13-83884683-83885582,Blzf1
1143,chr13-83884683-83885582,Nme7
1144,chr13-83884683-83885582,Atp1b1
1145,chr13-83884683-83885582,Gm37853
1146,chr13-83884683-83885582,Gm37184
1147,chr13-83884683-83885582,Gm32569
1148,chr13-83884683-83885582,Gm20743
1149,chr13-83884683-83885582,4930568G15Rik
1150,chr13-83884683-83885582,Tbx19
1151,chr13-83884683-83885582,Sft2d2
1152,chr13-83884683-83885582,Tiprl
1153,chr13-83884683-83885582,Gm38190
1154,chr13-83884683-83885582,Gpr161
1155,chr13-83884683-83885582,Dcaf6
1156,chr13-83884683-83885582,Gm37864
1157,chr13-83884683-83885582,Mpc2
1158,chr13-83884683-83885582,Adcy10
1159,chr13-83884683-83885582,Mpzl1
1160,chr13-83884683-83885582,Rcsd1
1161,chr13-83884683-83885582,Creg1
1162,chr13-83884683-83885582,Gm16565
1163,chr13-83884683-83885582,Cd247
1164,chr13-83884683-83885582,Gm37469
1165,chr13-83884683-83885582,Pou2f1
1166,chr13-83884683-83885582,Gm26665
1167,chr13-83884683-83885582,Dusp27
1168,chr13-83884683-83885582,Gpa33
1169,chr13-83884683-83885582,Mael
1170,chr13-83884683-83885582,Ildr2
1171,chr13-83884683-83885582,5330438I03Rik
1172,chr13-83884683-83885582,Gm15853
1173,chr13-83884683-83885582,Tada1
1174,chr13-83884683-83885582,Pogk
1175,chr13-83884683-83885582,Gm4846
1176,chr13-83884683-83885582,Gm16701
1177,chr13-83884683-83885582,Gm16701.1
1178,chr13-83884683-83885582,Fam78b
1179,chr13-83884683-83885582,Uck2
1180,chr13-83884683-83885582,Gm37982
1181,chr13-83884683-83885582,Gm2453
1182,chr13-83884683-83885582,Tmco1
1183,chr13-83884683-83885582,Aldh9a1
1184,chr13-83884683-83885582,Mgst3
1185,chr13-83884683-83885582,Rxrg
1186,chr13-83884683-83885582,Lmx1a
1187,chr13-83884683-83885582,Gm20711
1188,chr13-83884683-83885582,Pbx1
1189,chr13-83884683-83885582,Nuf2
1190,chr13-83884683-83885582,Rgs5
1191,chr13-83884683-83885582,Rgs4
1192,chr13-83884683-83885582,Ccdc190
1193,chr13-83884683-83885582,Gm15852
1194,chr13-83884683-83885582,Hsd17b7
1195,chr13-83884683-83885582,3110045C21Rik
1196,chr13-83884683-83885582,Ddr2
1197,chr13-83884683-83885582,Uap1
1198,chr13-83884683-83885582,Gm37748
1199,chr13-83884683-83885582,Uhmk1
1200,chr13-83884683-83885582,4930500M09Rik
1201,chr13-83884683-83885582,Gm7694
1202,chr13-83884683-83885582,Nos1ap
1203,chr13-83884683-83885582,Spata46
1204,chr13-83884683-83885582,Olfml2b
1205,chr13-83884683-83885582,Atf6
1206,chr13-83884683-83885582,Gm9929
1207,chr13-83884683-83885582,Dusp12
1208,chr13-83884683-83885582,Gm26620
1209,chr13-83884683-83885582,Fcrlb
1210,chr13-83884683-83885582,Fcrla
1211,chr13-83884683-83885582,Fcgr2b
1212,chr13-83884683-83885582,Gm38204
1213,chr13-83884683-83885582,Fcgr4
1214,chr13-83884683-83885582,Fcgr3
1215,chr13-83884683-83885582,Cfap126
1216,chr13-83884683-83885582,Sdhc
1217,chr13-83884683-83885582,Mpz
1218,chr13-83884683-83885582,Pcp4l1
1219,chr13-83884683-83885582,Nr1i3
1220,chr13-83884683-83885582,Tomm40l
1221,chr13-83884683-83885582,Apoa2
1222,chr13-83884683-83885582,Fcer1g
1223,chr13-83884683-83885582,Ndufs2
1224,chr13-83884683-83885582,Adamts4
1225,chr13-83884683-83885582,B4galt3
1226,chr13-83884683-83885582,Ppox
1227,chr13-83884683-83885582,Usp21
1228,chr13-83884683-83885582,Ufc1
1229,chr13-83884683-83885582,Gm20045
1230,chr13-83884683-83885582,Dedd
1231,chr13-83884683-83885582,Nit1
1232,chr13-83884683-83885582,Pfdn2
1233,chr13-83884683-83885582,Klhdc9
1234,chr13-83884683-83885582,Nectin4
1235,chr13-83884683-83885582,Arhgap30
1236,chr13-83884683-83885582,Usf1
1237,chr13-83884683-83885582,Tstd1
